anio,trimestre,mes,no_registro,tipo_deuda,detalle_tipo_deuda,acreedor,concepto,inicio_credito,fin_credito,dias_contrato,dias_restantes_contrato,disposicion_inicial_credito,colocacion_periodo,amortizaciones_periodo,intereses_periodo,pago_servicio_deuda,saldo_periodo,endeudamiento_periodo,tasa,sobretasa,tasa_final
2021,Tercer Trimestre,Septiembre,260/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  4,806",2007-10-17,2037-10-26,10967,5870,4806995489.0,0.0,26170503.18,167364672.2,193535175.4,4625336469.0,-26170503.18,TIIE,0.35,TIIE+0.35
2021,Tercer Trimestre,Septiembre,261/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  4,459",2007-10-17,2040-10-25,12062,6965,4459000000.0,0.0,33952568.69,150452475.3,184405044.0,4156111555.0,-33952568.69,TIIE,0.35,TIIE+0.35
2021,Tercer Trimestre,Septiembre,514/2008,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS  175,2009-12-24,2028-11-27,6913,2615,174978799.6,0.0,7265787.48,2646702.01,9912489.49,69428635.61,-7265787.48,TIIE,0.35,TIIE+0.35
2021,Tercer Trimestre,Septiembre,562/2010,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS  1,499",2010-12-28,2040-10-25,10894,6965,1499069398.0,0.0,71875000.07,75761944.82,147636944.9,1054972174.0,-71875000.07,9.13,0.91,9.13
2021,Tercer Trimestre,Septiembre,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,954",2012-12-28,2027-11-25,5445,2247,1954226708.0,0.0,105317607.1,48182675.18,153500282.2,865944768.6,-105317607.1,5.97,0.91,6.88
2021,Tercer Trimestre,Septiembre,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 145,2012-12-31,2027-11-25,5442,2247,145773291.7,0.0,7856045.64,3588907.17,11444952.81,64594153.46,-7856045.64,5.96,0.91,6.87
2021,Tercer Trimestre,Septiembre,P09-1213189,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,024",2013-12-31,2023-10-25,3585,755,1024317877.0,0.0,148727882.8,16467547.92,165195430.7,378654468.2,-148727882.8,TIIE,0.32,TIIE+0.32
2021,Tercer Trimestre,Septiembre,P09-1214244,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,949",2014-12-31,2029-11-26,5444,2979,1949386371.0,0.0,113190176.4,46773678.92,159963855.4,1232515254.0,-113190176.4,TIIE,0.36,TIIE+0.36
2021,Tercer Trimestre,Septiembre,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",2015-12-29,2025-12-26,3650,1548,1000000000.0,0.0,218469653.8,22664743.83,241134397.7,501843842.4,-218469653.8,TIIE,0.41,TIIE+0.41
2021,Tercer Trimestre,Septiembre,P09-1217134,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,378",2017-12-29,2032-12-27,5477,4106,1378859929.0,0.0,68942996.46,38571980.21,107514976.7,1034144947.0,-68942996.46,TIIE,0.34,TIIE+0.34
2021,Tercer Trimestre,Septiembre,P09-1219069,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,000",2019-12-30,2026-12-28,2555,1915,2000000000.0,0.0,178942477.8,67428524.2,246371002.0,1821057522.0,-178942477.8,TIIE,0.2,TIIE+0.20
2021,Tercer Trimestre,Septiembre,P09-0720076,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,000",2020-07-31,2030-07-31,3652,3226,2000000000.0,0.0,150000000.0,68565610.33,218565610.4,1766666667.0,-150000000.0,TIIE,0.46,TIIE+0.46
2021,Tercer Trimestre,Septiembre,P09-0720077,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,300-20",2020-07-31,2030-07-31,3652,3226,2300000000.0,0.0,172500000.0,80623853.03,253123853.1,2031666667.0,-172500000.0,TIIE,0.57,TIIE+0.57
2021,Tercer Trimestre,Septiembre,P09-1220098,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,500",2020-12-11,2030-11-25,3636,3343,2500000000.0,0.0,189075630.2,96721107.67,285796737.9,2310924370.0,-189075630.2,TIIE,0.53,TIIE+0.53
2021,Tercer Trimestre,Septiembre,P09-1220099,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,683",2020-12-11,2030-11-25,3636,3343,2683529136.0,0.0,202955985.1,106122709.2,309078694.3,2480573151.0,-202955985.1,TIIE,0.64,TIIE+0.64
2021,Tercer Trimestre,Septiembre,P09-0721036,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,200",2021-07-13,2031-07-11,3650,3571,2200000000.0,2200000000.0,0.0,23705641.67,23705641.67,2200000000.0,2200000000.0,TIIE,0.48,TIIE+0.48
2021,Tercer Trimestre,Septiembre,P09-1012161,Largo Plazo,Bonos CupÃ³n Cero,BANOBRAS,"BANOBRAS 2,138",2012-11-12,2032-11-25,7318,4074,2138648319.0,0.0,0.0,129258122.2,129258122.2,2138648319.0,0.0,7.09,0.88,7.97
2021,Tercer Trimestre,Septiembre,P09-1012161,Largo Plazo,Bonos CupÃ³n Cero,BANOBRAS,BANOBRAS 294,2012-11-30,2032-11-25,7300,4074,294874160.0,0.0,0.0,17665419.5,17665419.5,294874160.0,0.0,7.02,0.88,7.9
2021,Tercer Trimestre,Septiembre,P09-1012161,Largo Plazo,Bonos CupÃ³n Cero,BANOBRAS,BANOBRAS 196,2013-11-07,2032-11-25,6958,4074,196783977.0,0.0,0.0,12803749.47,12803749.47,196783977.0,0.0,7.7,0.88,8.58
2021,Tercer Trimestre,Septiembre,329/2007,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB 07,2007-12-17,2027-11-22,7280,2244,575000000.0,0.0,0.0,25145069.44,25145069.44,575000000.0,0.0,8.65,0.8678626543209877,8.65
2021,Tercer Trimestre,Septiembre,145/2010,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB10-2,2010-06-25,2020-06-12,3640,0,2520951200.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09,0.12,7.09
2021,Tercer Trimestre,Septiembre,P09-1112186,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 12,2012-11-30,2027-11-12,5460,2234,2500000000.0,0.0,0.0,86576388.89,86576388.89,2500000000.0,0.0,6.85,0.42,6.85
2021,Tercer Trimestre,Septiembre,P09-1113146,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 13,2013-11-28,2023-11-16,3640,777,2126874900.0,0.0,0.0,75805366.23,75805366.23,2126874900.0,0.0,7.05,0.35,7.05
2021,Tercer Trimestre,Septiembre,P09-1014157,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 14,2014-11-03,2024-10-21,3640,1117,2500000000.0,0.0,0.0,81141666.67,81141666.67,2500000000.0,0.0,6.42,0.53,6.42
2021,Tercer Trimestre,Septiembre,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15-2,2015-09-25,2025-09-12,3640,1443,2500000000.0,0.0,0.0,169361111.1,169361111.1,2500000000.0,0.0,6.7,TIIE-1.815,6.7
2021,Tercer Trimestre,Septiembre,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15,2015-09-25,2020-09-18,1820,0,1382000000.0,0.0,0.0,0.0,0.0,0.0,0.0,TIIE,0.12,TIIE+0.12
2021,Tercer Trimestre,Septiembre,P09-1216054,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 16V,2016-12-09,2021-12-03,1820,64,1000000000.0,0.0,0.0,37396388.9,37956388.88,1000000000.0,0.0,TIIE,0.42,TIIE+0.42
2021,Tercer Trimestre,Septiembre,P09-0917056,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 17X,2017-09-19,2028-03-07,3822,2350,2000000000.0,0.0,0.0,153688888.9,153688888.9,2000000000.0,0.0,7.6,0.35,7.6
2021,Tercer Trimestre,Septiembre,P09-1118104,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 18V,2018-11-21,2028-11-08,3640,2596,1100000000.0,0.0,0.0,55221833.33,55221833.33,1100000000.0,0.0,9.93,0.53,9.93
2021,Tercer Trimestre,Septiembre,P09-1219057,Largo Plazo,Mercado de Capitales,CI BANCO,BONO CDMXCB 19,2019-12-03,2029-11-20,3640,2973,1500000000.0,0.0,0.0,59301666.67,59301666.67,1500000000.0,0.0,7.82,TIIE-1.815,7.82
2021,Cuarto Trimestre,Diciembre,224/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,457",2007-08-30,2037-07-27,10924,5687,3457974221.0,0.0,27170124.37,165485044.6,192655169.0,3321651902.0,-27170124.37,TIIE,0.35,TIIE+0.35
2021,Cuarto Trimestre,Diciembre,225/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 7,000",2007-08-31,2040-08-27,12050,6814,7000000000.0,0.0,137207139.3,546266198.4,683473337.7,5989325435.0,-137207139.3,8.91,0.22000000000000003,8.91
2021,Cuarto Trimestre,Diciembre,226/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 4,700",2007-08-31,2037-07-27,10923,5687,4700000000.0,0.0,36929015.79,407193199.9,444122215.7,4514713801.0,-36929015.79,8.8,0.49000000000000005,8.8
2021,Cuarto Trimestre,Diciembre,233/2007,Largo Plazo,Banca Comercial,HSBC,"HSBC 7,000",2007-09-07,2047-09-25,14628,9399,7000000000.0,0.0,0.0,359951394.4,359951394.4,7000000000.0,0.0,TIIE,0.53,TIIE+0.53
2021,Cuarto Trimestre,Diciembre,721/2011,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 1,500",2011-12-29,2026-12-28,5478,1823,1500000000.0,0.0,80838324.0,42767194.08,123605518.1,772455084.0,-80838324.0,TIIE,TIIE-1.815,TIIE+TIIE-1.815
2021,Cuarto Trimestre,Diciembre,P09-1213198,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 3,500",2013-12-31,2023-12-26,3647,725,3500000000.0,0.0,437500000.1,64385659.69,501885659.8,874999999.5,-437500000.1,5.74,0.38619265355890875,5.74
2021,Cuarto Trimestre,Diciembre,P09-1214242,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,500",2014-12-26,2024-12-26,3653,1091,2500000000.0,0.0,312500000.0,64238281.25,376738281.3,937499999.8,-312500000.0,5.75,0.22000000000000003,5.75
2021,Cuarto Trimestre,Diciembre,P09-1215163,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 3,500",2015-12-30,2022-12-26,2553,360,3500000000.0,0.0,700000000.0,53165255.87,753165255.8,700000000.2,-700000000.0,TIIE,0.38,TIIE+0.38
2021,Cuarto Trimestre,Diciembre,P09-1221044,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 2,000",2021-12-13,2036-12-13,5479,5461,2000000000.0,2000000000.0,0.0,0.0,0.0,2000000000.0,2000000000.0,TIIE,0.38,TIIE+0.38
2021,Cuarto Trimestre,Diciembre,P09-1216082,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-15",2016-12-30,2031-12-26,5474,3647,3000000000.0,0.0,214285714.3,187641071.4,401926785.8,2142857143.0,-214285714.3,8.22,0.5300000000000001,8.22
2021,Cuarto Trimestre,Diciembre,P09-1216083,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-7",2016-12-30,2023-12-26,2552,725,3000000000.0,0.0,500000000.0,97812361.09,597812361.1,999999999.8,-500000000.0,7.63,0.35,7.63
2021,Cuarto Trimestre,Diciembre,P09-1217133,Largo Plazo,Banca Comercial,HSBC,"HSBC 2,500",2017-12-29,2024-12-26,2554,1091,2500000000.0,0.0,357142857.1,95248214.29,452391071.4,1071428572.0,-357142857.1,7.46,0.35,7.46
2021,Cuarto Trimestre,Diciembre,P09-1218140,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-18",2018-12-31,2028-12-26,3648,2552,3000000000.0,0.0,333333333.4,231631111.1,564964444.5,2333333333.0,-333333333.4,9.12,0.6185491071428572,9.12
2021,Cuarto Trimestre,Diciembre,P09-1218139,Largo Plazo,Banca Comercial,HSBC,"HSBC 1,170",2018-12-31,2028-12-26,3648,2552,1170915400.0,0.0,130101711.1,95858976.86,225960688.0,910711977.7,-130101711.1,9.67,0.53,9.67
2021,Cuarto Trimestre,Diciembre,P09-1218138,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 2,400",2018-12-31,2028-12-26,3648,2552,2400000000.0,0.0,266666666.6,194041851.9,460708518.5,1866666667.0,-266666666.6,9.55,0.6399999999999999,9.55
2021,Cuarto Trimestre,Diciembre,P09-1219070,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,000",2019-12-30,2026-12-28,2555,1823,2000000000.0,0.0,242240690.4,91091617.3,333332307.7,1757759310.0,-242240690.4,TIIE,0.22,TIIE+0.22
2021,Cuarto Trimestre,Diciembre,P09-1219071,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,421",2019-12-30,2029-12-26,3649,2917,3421287307.0,0.0,224946375.6,226191872.3,451138247.8,3196340932.0,-224946375.6,6.74,0.53,6.74
2021,Cuarto Trimestre,Diciembre,P09-1219072,Largo Plazo,Banca Comercial,BANCOMER,BANCOMER 500-19,2019-12-30,2029-12-26,3649,2917,500000000.0,0.0,32874522.85,34773130.64,67647653.49,467125477.2,-32874522.85,7.09,0.35,7.09
2021,Cuarto Trimestre,Diciembre,P09-0721037,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,296",2021-07-13,2031-07-11,3650,3479,2296288493.0,2296288493.0,0.0,56962032.16,56962032.16,2296288493.0,2296288493.0,TIIE,0.49,TIIE+0.49
2021,Cuarto Trimestre,Diciembre,262/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,000",2007-10-17,2047-10-25,14618,9429,4000000000.0,0.0,0.0,151925244.6,151925244.6,2954496892.0,0.0,TIIE,0.53,TIIE+0.53
2021,Cuarto Trimestre,Diciembre,260/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,806",2007-10-17,2037-10-26,10967,5778,4806995489.0,0.0,35814266.87,229902771.1,265717038.0,4615692706.0,-35814266.87,TIIE,0.35,TIIE+0.35
2021,Cuarto Trimestre,Diciembre,261/2007,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 4,459",2007-10-17,2040-10-25,12062,6873,4459000000.0,0.0,46032053.4,206572252.1,252604305.5,4144032070.0,-46032053.4,TIIE,0.35,TIIE+0.35
2021,Cuarto Trimestre,Diciembre,514/2008,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 175,2009-12-24,2028-11-27,6913,2523,174978799.6,0.0,9687716.64,3574391.51,13262108.15,67006706.45,-9687716.64,TIIE,0.35,TIIE+0.35
2021,Cuarto Trimestre,Diciembre,562/2010,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,499",2010-12-28,2040-10-25,10894,6873,1499069398.0,0.0,95833333.29,99916827.54,195750160.8,1031013841.0,-95833333.29,9.13,0.54875,9.13
2021,Cuarto Trimestre,Diciembre,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,954",2012-12-28,2027-11-25,5445,2155,1954226708.0,0.0,140423476.1,63029961.36,203453437.4,830838899.6,-140423476.1,5.97,0.91,6.88
2021,Cuarto Trimestre,Diciembre,P09-1212219,Largo Plazo,Banca de Desarrollo,BANOBRAS,BANOBRAS 145,2012-12-31,2027-11-25,5442,2155,145773291.7,0.0,10474727.52,4694813.63,15169541.15,61975471.58,-10474727.52,5.96,0.91,6.87
2021,Cuarto Trimestre,Diciembre,P09-1213189,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,024",2013-12-31,2023-10-25,3585,663,1024317877.0,0.0,196546114.2,21327806.67,217873920.9,330836236.7,-196546114.2,TIIE,0.32,TIIE+0.32
2021,Cuarto Trimestre,Diciembre,P09-1214244,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,949",2014-12-31,2029-11-26,5444,2887,1949386371.0,0.0,150920235.2,63298591.69,214218826.9,1194785195.0,-150920235.2,TIIE,0.36,TIIE+0.36
2021,Cuarto Trimestre,Diciembre,P09-1215162,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,000",2015-12-29,2025-12-26,3650,1456,1000000000.0,0.0,290904162.8,29174567.06,320078729.8,429409333.4,-290904162.8,TIIE,0.41,TIIE+0.41
2021,Cuarto Trimestre,Diciembre,P09-1217134,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,378",2017-12-29,2032-12-27,5477,4014,1378859929.0,0.0,91923995.28,52427478.64,144351473.9,1011163948.0,-91923995.28,TIIE,0.34,TIIE+0.34
2021,Cuarto Trimestre,Diciembre,P09-1219069,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,000",2019-12-30,2026-12-28,2555,1823,2000000000.0,0.0,242240690.4,91083935.01,333324625.4,1757759310.0,-242240690.4,TIIE,0.2,TIIE+0.20
2021,Cuarto Trimestre,Diciembre,P09-0720076,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,000-20",2020-07-31,2030-07-31,3652,3134,2000000000.0,0.0,200000000.0,92716001.54,292716001.6,1716666667.0,-200000000.0,TIIE,0.46,TIIE+0.46
2021,Cuarto Trimestre,Diciembre,P09-0720077,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,300",2020-07-31,2030-07-31,3652,3134,2300000000.0,0.0,230000000.0,108956155.5,338956155.5,1974166667.0,-230000000.0,TIIE,0.57,TIIE+0.57
2021,Cuarto Trimestre,Diciembre,P09-1220098,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,500",2020-12-11,2030-11-25,3636,3251,2500000000.0,0.0,252100840.3,128728294.3,380829134.6,2247899160.0,-252100840.3,TIIE,0.53,TIIE+0.53
2021,Cuarto Trimestre,Diciembre,P09-1220099,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,683",2020-12-11,2030-11-25,3636,3251,2683529136.0,0.0,270607980.1,141162787.5,411770767.7,2412921156.0,-270607980.1,TIIE,0.64,TIIE+0.64
2021,Cuarto Trimestre,Diciembre,P09-0721036,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 2,200",2021-07-13,2031-07-11,3650,3479,2200000000.0,2200000000.0,0.0,54198558.33,54198558.33,2200000000.0,2200000000.0,TIIE,0.48,TIIE+0.48
2021,Cuarto Trimestre,Diciembre,P09-1221045,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 3,000",2021-12-13,2036-12-13,5479,5461,3000000000.0,3000000000.0,0.0,0.0,0.0,3000000000.0,3000000000.0,TIIE,0.34,TIIE+0.34
2021,Cuarto Trimestre,Diciembre,P09-1221046,Largo Plazo,Banca de Desarrollo,BANOBRAS,"BANOBRAS 1,908",2021-12-13,2036-12-13,5479,5461,1908190692.0,1908190692.0,0.0,0.0,0.0,1908190692.0,1908190692.0,TIIE,0.39,TIIE+0.39
2021,Cuarto Trimestre,Diciembre,P09-1012161,Largo Plazo,Bonos CupÃ³n Cero,BANOBRAS,"BANOBRAS 2,138",2012-11-12,2032-11-25,7318,3982,2138648319.0,0.0,0.0,172344163.0,172344163.0,2138648319.0,0.0,7.09,0.88,7.97
2021,Cuarto Trimestre,Diciembre,P09-1012161,Largo Plazo,Bonos CupÃ³n Cero,BANOBRAS,BANOBRAS 294,2012-11-30,2032-11-25,7300,3982,294874160.0,0.0,0.0,23553892.67,23553892.67,294874160.0,0.0,7.02,0.88,7.9
2021,Cuarto Trimestre,Diciembre,P09-1012161,Largo Plazo,Bonos CupÃ³n Cero,BANOBRAS,BANOBRAS 196,2013-11-07,2032-11-25,6958,3982,196783977.0,0.0,0.0,17071665.96,17071665.96,196783977.0,0.0,7.7,0.88,8.58
2021,Cuarto Trimestre,Diciembre,329/2007,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB 07,2007-12-17,2027-11-22,7280,2152,575000000.0,0.0,0.0,50290138.88,50290138.88,575000000.0,0.0,8.65,0.9055555555555556,8.65
2021,Cuarto Trimestre,Diciembre,145/2010,Largo Plazo,Mercado de Capitales,CI BANCO,BONO GDFCB10-2,2010-06-25,2020-06-12,3640,0,2520951200.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09,0.9099999999999999,7.09
2021,Cuarto Trimestre,Diciembre,P09-1112186,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 12,2012-11-30,2027-11-12,5460,2142,2500000000.0,0.0,0.0,173152777.8,173152777.8,2500000000.0,0.0,6.85,0.33333333333333337,6.85
2021,Cuarto Trimestre,Diciembre,P09-1113146,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 13,2013-11-28,2023-11-16,3640,685,2126874900.0,0.0,0.0,151610732.5,151610732.5,2126874900.0,0.0,7.05,0.35999999999999993,7.05
2021,Cuarto Trimestre,Diciembre,P09-1014157,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 14,2014-11-03,2024-10-21,3640,1025,2500000000.0,0.0,0.0,162283333.3,162283333.3,2500000000.0,0.0,6.42,0.41,6.42
2021,Cuarto Trimestre,Diciembre,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15-2,2015-09-25,2025-09-12,3640,1351,2500000000.0,0.0,0.0,169361111.1,169361111.1,2500000000.0,0.0,6.7,0.34111111111111114,6.7
2021,Cuarto Trimestre,Diciembre,P09-0915121,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GDFECB 15,2015-09-25,2020-09-18,1820,0,1382000000.0,0.0,0.0,0.0,0.0,0.0,0.0,TIIE,0.12,TIIE+0.12
2021,Cuarto Trimestre,Diciembre,P09-1216054,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 16V,2016-12-09,2021-12-03,1820,0,1000000000.0,0.0,1000000000.0,49840833.35,1053833333.0,0.0,-1000000000.0,TIIE,0.42,TIIE+0.42
2021,Cuarto Trimestre,Diciembre,P09-0917056,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 17X,2017-09-19,2028-03-07,3822,2258,2000000000.0,0.0,0.0,153688888.9,153688888.9,2000000000.0,0.0,7.6,0.35,7.6
2021,Cuarto Trimestre,Diciembre,P09-1118104,Largo Plazo,Mercado de Capitales,EVERCORE,BONO GCDMXCB 18V,2018-11-21,2028-11-08,3640,2504,1100000000.0,0.0,0.0,110443666.7,110443666.7,1100000000.0,0.0,9.93,0.53,9.93
2021,Cuarto Trimestre,Diciembre,P09-1219057,Largo Plazo,Mercado de Capitales,CI BANCO,BONO CDMXCB 19,2019-12-03,2029-11-20,3640,2881,1500000000.0,0.0,0.0,118603333.3,118603333.3,1500000000.0,0.0,7.82,TIIE-1.815,7.82
2022,Primer Trimestre,Marzo,224/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,457",2007-08-30,2037-07-27,10924,5597,3457974221.0,0.0,7695641.89,50569762.16,58265404.05,3313956260.0,-7695641.89,TIIE,0.35,TIIE+0.35
2022,Primer Trimestre,Marzo,225/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 7,000",2007-08-31,2040-08-27,12050,6724,7000000000.0,0.0,35983722.52,130198140.8,166181863.3,5953341713.0,-35983722.52,8.91,0.22000000000000003,8.91
2022,Primer Trimestre,Marzo,226/2007,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 4,700",2007-08-31,2037-07-27,10923,5597,4700000000.0,0.0,10459741.65,97925420.75,108385162.4,4504254060.0,-10459741.65,8.8,0.49000000000000005,8.8
2022,Primer Trimestre,Marzo,233/2007,Largo Plazo,Banca Comercial,HSBC,"HSBC 7,000",2007-09-07,2047-09-25,14628,9309,7000000000.0,0.0,0.0,109732641.7,109732641.7,7000000000.0,0.0,TIIE,0.53,TIIE+0.53
2022,Primer Trimestre,Marzo,721/2011,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 1,500",2011-12-29,2026-12-28,5478,1733,1500000000.0,0.0,20209581.0,9706027.56,29915608.56,752245503.0,-20209581.0,TIIE,TIIE-1.815,TIIE+TIIE-1.815
2022,Primer Trimestre,Marzo,P09-1213198,Largo Plazo,Banca Comercial,BANAMEX,"BANAMEX 3,500",2013-12-31,2023-12-26,3647,635,3500000000.0,0.0,109375000.0,11771484.37,121146484.4,765624999.5,-109375000.0,5.74,0.38083134346051584,5.74
2022,Primer Trimestre,Marzo,P09-1214242,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,500",2014-12-26,2024-12-26,3653,1001,2500000000.0,0.0,78125000.01,12815212.67,90940212.68,859374999.8,-78125000.01,5.75,0.22000000000000003,5.75
2022,Primer Trimestre,Marzo,P09-1215163,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 3,500",2015-12-30,2022-12-26,2553,270,3500000000.0,0.0,175000000.0,9810078.38,184810078.4,525000000.2,-175000000.0,TIIE,0.38,TIIE+0.38
2022,Primer Trimestre,Marzo,P09-1216082,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-15",2016-12-30,2031-12-26,5474,3557,3000000000.0,0.0,53571428.58,42702410.71,96273839.29,2089285714.0,-53571428.58,8.22,0.35,8.22
2022,Primer Trimestre,Marzo,P09-1216083,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-7",2016-12-30,2023-12-26,2552,635,3000000000.0,0.0,125000000.0,17882812.5,142882812.5,874999999.8,-125000000.0,7.63,0.9700000000000001,7.63
2022,Primer Trimestre,Marzo,P09-1217133,Largo Plazo,Banca Comercial,HSBC,"HSBC 2,500",2017-12-29,2024-12-26,2554,1001,2500000000.0,0.0,89285714.28,19001537.71,108287252.0,982142857.2,-89285714.28,7.46,0.91,7.46
2022,Primer Trimestre,Marzo,P09-1218140,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,000-18",2018-12-31,2028-12-26,3648,2462,3000000000.0,0.0,83333333.34,51405555.56,134738888.9,2250000000.0,-83333333.34,9.12,0.6449999999999999,9.12
2022,Primer Trimestre,Marzo,P09-1218139,Largo Plazo,Banca Comercial,HSBC,"HSBC 1,170",2018-12-31,2028-12-26,3648,2462,1170915400.0,0.0,32525427.78,21273843.29,53799271.07,878186549.9,-32525427.78,9.67,0.9099999999999999,9.67
2022,Primer Trimestre,Marzo,P09-1218138,Largo Plazo,Banca Comercial,SANTANDER,"SANTANDER 2,400",2018-12-31,2028-12-26,3648,2462,2400000000.0,0.0,66666666.66,43063425.93,109730092.6,1800000000.0,-66666666.66,9.55,0.8800000000000001,9.55
2022,Primer Trimestre,Marzo,P09-1219070,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 2,000",2019-12-30,2026-12-28,2555,1733,2000000000.0,0.0,65216211.77,25895576.64,91111788.41,1692543098.0,-65216211.77,TIIE,0.22,TIIE+0.22
2022,Primer Trimestre,Marzo,P09-1219071,Largo Plazo,Banca Comercial,BANCOMER,"BANCOMER 3,421",2019-12-30,2029-12-26,3649,2827,3421287307.0,0.0,60560223.98,52334902.78,112895126.8,3135780708.0,-60560223.98,6.74,0.42000000000000004,6.74
